Product,Type,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),cpuMark,cpuValue,threadMark,threadValue,TDP,powerPerf,cores,Perf_per_Watt
ATI Mobility Radeon HD 4530,GPU,55.0,65.0,73.0,242.0,500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon Graphics 512SP,GPU,7.0,15.0,156.0,9800.0,400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
AMD Radeon R7 250,GPU,28.0,55.0,123.0,1500.0,925.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,31.172727272727272
AMD Radeon HD 6730M,GPU,40.0,35.0,104.0,716.0,725.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
NVIDIA GeForce FX 5700 Ultra,GPU,130.0,46.0,133.0,82.0,475.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,37.27173913043478
ATI Mobility Radeon 9000,GPU,150.0,65.0,81.0,36.0,240.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon R8 M350DX,GPU,28.0,65.0,56.0,690.0,955.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA Quadro4 100 NVS,GPU,150.0,10.0,65.0,29.0,250.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,171.45
NVIDIA Quadro 2000D,GPU,40.0,62.0,238.0,1170.0,625.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,27.653225806451612
NVIDIA Quadro M500M,GPU,28.0,30.0,148.0,624.0,1029.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,57.15
3dfx Voodoo4-2 4200 PCI 32 MB,GPU,180.0,15.0,112.0,14.0,166.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
NVIDIA GeForce2 Ti,GPU,150.0,65.0,88.0,25.0,250.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce GT 630 Rev. 2 PCIe x8,GPU,28.0,25.0,87.0,1020.0,902.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,68.58
AMD Radeon R8 M445DX,GPU,28.0,65.0,125.0,1550.0,780.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA Quadro NVS 210S,GPU,90.0,11.0,148.0,624.0,425.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,155.86363636363637
ATI Mobility Radeon HD 4650,GPU,55.0,35.0,146.0,514.0,500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
AMD Radeon HD 6950M,GPU,40.0,50.0,212.0,1700.0,580.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,34.29
NVIDIA GeForce GTX 760 Ti OEM,GPU,28.0,170.0,294.0,3540.0,915.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,10.08529411764706
ATI Radeon HD 5770 X2,GPU,40.0,65.0,166.0,1040.0,850.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce 8400M GS,GPU,80.0,11.0,127.0,210.0,400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,155.86363636363637
ATI FireGL 9500 Z1-128,GPU,150.0,65.0,215.0,110.0,325.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
ATI All-In-Wonder 9200,GPU,150.0,65.0,98.0,36.0,250.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
ATI Radeon X1300,GPU,80.0,65.0,100.0,107.0,450.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon HD 6480G IGP,GPU,32.0,35.0,227.0,1178.0,593.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
AMD Radeon HD 7690M Rebrand,GPU,40.0,20.0,104.0,716.0,600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,85.725
ATI All-In-Wonder 9800 SE,GPU,150.0,65.0,215.0,117.0,378.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon Vega Frontier Edition Watercooled,GPU,14.0,375.0,495.0,12500.0,1382.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,4.572
AMD Radeon HD 8180 IGP,GPU,28.0,4.0,110.0,1178.0,225.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,428.625
NVIDIA GeForce 7600 GS,GPU,90.0,27.0,125.0,177.0,400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,63.5
NVIDIA GeForce 210,GPU,40.0,31.0,57.0,260.0,520.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,55.306451612903224
NVIDIA GeForce 9300M GS,GPU,65.0,13.0,86.0,210.0,550.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,131.8846153846154
ATI Radeon HD 3870 Mac Edition,GPU,55.0,106.0,192.0,666.0,777.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,16.17452830188679
NVIDIA Tesla P10,GPU,16.0,250.0,471.0,11800.0,1025.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,6.858
AMD Radeon 540X Mobile,GPU,14.0,50.0,103.0,2200.0,980.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,34.29
AMD Radeon R5 Graphics,GPU,28.0,15.0,125.0,1200.0,200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
NVIDIA GeForce 720M,GPU,28.0,33.0,116.0,585.0,625.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,51.95454545454545
ATI Mobility Radeon X1400,GPU,90.0,65.0,100.0,107.0,445.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
ATI Mobility Radeon X2500,GPU,90.0,65.0,150.0,157.0,460.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce 6600 LE AGP,GPU,110.0,65.0,154.0,146.0,300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon RX 580,GPU,14.0,185.0,232.0,5700.0,1257.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,9.267567567567568
AMD Radeon HD 6930,GPU,40.0,186.0,389.0,2640.0,750.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,9.21774193548387
NVIDIA GeForce GTX 1650 TU106,GPU,12.0,90.0,445.0,10800.0,1410.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,19.05
AMD Radeon R5 Mobile Graphics,GPU,28.0,15.0,107.0,930.0,800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
NVIDIA GeForce GTX 970M,GPU,28.0,65.0,398.0,5200.0,924.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
Intel UHD Graphics 617,GPU,14.0,15.0,148.0,624.0,300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
NVIDIA GeForce2 Go 100,GPU,180.0,2.0,64.0,20.0,125.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,857.25
Intel HD Graphics 530,GPU,14.0,15.0,123.0,624.0,350.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
Intel UHD Graphics 620,GPU,14.0,15.0,148.0,624.0,300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
AMD Radeon Pro Vega II Duo,GPU,7.0,475.0,331.0,13230.0,1400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,3.6094736842105264
NVIDIA Tesla K40d,GPU,28.0,245.0,561.0,7080.0,745.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,6.997959183673469
ATI FireGL 9700 X1-256p,GPU,150.0,37.0,215.0,110.0,324.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,46.33783783783784
ATI Radeon SDR,GPU,180.0,23.0,115.0,30.0,166.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,74.54347826086956
AMD Radeon Pro VII,GPU,7.0,250.0,331.0,13230.0,1400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,6.858
NVIDIA Quadro K1100M,GPU,28.0,45.0,118.0,1270.0,706.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,38.1
ATI Mobility Radeon HD 4670,GPU,55.0,35.0,146.0,514.0,675.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
AMD FirePro R5000,GPU,28.0,150.0,212.0,2800.0,825.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,11.43
Intel UHD Graphics,GPU,14.0,15.0,148.0,624.0,300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
NVIDIA Tesla K40c,GPU,28.0,245.0,561.0,7080.0,745.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,6.997959183673469
ATI Radeon X1900 XT,GPU,90.0,100.0,352.0,384.0,625.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,17.145
AMD Radeon 620 Mobile,GPU,28.0,50.0,125.0,1550.0,730.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,34.29
Intel GMA 3000,GPU,90.0,13.0,148.0,624.0,400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,131.8846153846154
NVIDIA GeForce GT 730,GPU,40.0,49.0,116.0,585.0,700.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,34.98979591836735
Intel Iris Xe Graphics G4,GPU,10.0,15.0,146.0,624.0,300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
ATI Mobility Radeon 7000 IGP,GPU,180.0,65.0,97.0,30.0,183.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
ATI FireGL 9800 X2-256,GPU,150.0,65.0,218.0,117.0,380.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
ATI Radeon 7200 64 MB,GPU,180.0,23.0,111.0,30.0,166.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,74.54347826086956
ATI Radeon HD 3650 AGP,GPU,55.0,65.0,135.0,378.0,725.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
3dfx Voodoo4 4500 PCI,GPU,250.0,15.0,112.0,14.0,166.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
AMD Radeon Vega 6 Mobile,GPU,14.0,15.0,210.0,4940.0,300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
ATI All-In-Wonder 9600 PRO,GPU,130.0,65.0,76.0,60.0,398.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon Vega 6 Mobile,GPU,14.0,15.0,210.0,4940.0,300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
AMD Radeon 540 Mobile,GPU,14.0,50.0,103.0,2200.0,1100.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,34.29
Intel i830MG Graphics,GPU,150.0,65.0,148.0,624.0,100.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA Quadro FX 5500 SDI,GPU,90.0,104.0,196.0,278.0,650.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,16.485576923076923
NVIDIA GeForce GT 625M,GPU,28.0,15.0,116.0,585.0,625.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
NVIDIA GeForce4 MX 460,GPU,150.0,65.0,65.0,29.0,300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD FirePro V7900 SDI,GPU,40.0,150.0,389.0,2640.0,725.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,11.43
AMD Radeon R5 340 OEM,GPU,28.0,65.0,77.0,950.0,730.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon HD 6480G IGP,GPU,32.0,35.0,227.0,1178.0,444.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
NVIDIA Quadro RTX 3000 Mobile,GPU,12.0,80.0,445.0,10800.0,945.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,21.43125
NVIDIA GeForce 9650M GS,GPU,80.0,29.0,169.0,289.0,625.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,59.12068965517241
AMD Radeon RX 5600M,GPU,7.0,150.0,251.0,10300.0,1035.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,11.43
Intel HD Graphics 4400,GPU,22.0,20.0,148.0,624.0,200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,85.725
ATI Fire GL4,GPU,40.0,65.0,156.0,624.0,150.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce 9800 GTX,GPU,65.0,140.0,324.0,754.0,675.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,12.246428571428572
AMD Radeon HD 7470A,GPU,40.0,25.0,67.0,370.0,625.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,68.58
NVIDIA GeForce GTX 680 Mac Edition,GPU,28.0,195.0,294.0,3540.0,1006.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,8.792307692307693
AMD Radeon HD 8330E,GPU,28.0,15.0,110.0,1178.0,497.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
AMD Radeon HD 6850,GPU,40.0,127.0,255.0,1700.0,775.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,13.5
AMD Radeon RX 460,GPU,14.0,75.0,123.0,3000.0,1090.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,22.86
AMD Radeon HD 6790,GPU,40.0,150.0,255.0,1700.0,840.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,11.43
ATI All-In-Wonder X800 VE,GPU,130.0,65.0,281.0,160.0,425.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA Tesla D870,GPU,90.0,520.0,484.0,681.0,600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,3.2971153846153847
NVIDIA GeForce GTX 470M,GPU,40.0,75.0,332.0,1950.0,535.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,22.86
NVIDIA Quadro P1000,GPU,14.0,47.0,132.0,3300.0,1266.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,36.47872340425532
NVIDIA GeForce GT 710,GPU,40.0,29.0,79.0,292.0,810.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,59.12068965517241
NVIDIA GeForce4 MX 420,GPU,150.0,65.0,65.0,29.0,250.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce GT 555M,GPU,40.0,35.0,238.0,1170.0,525.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
NVIDIA GeForce4 488 Go,GPU,150.0,65.0,65.0,29.0,300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
ATI Radeon 7500 LE,GPU,150.0,23.0,83.0,60.0,250.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,74.54347826086956
NVIDIA GeForce GT 620M,GPU,40.0,15.0,116.0,585.0,660.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
NVIDIA CMP 30HX,GPU,12.0,125.0,284.0,6600.0,1530.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,13.716
AMD Radeon R7 M270DX,GPU,28.0,65.0,56.0,690.0,780.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce Go 7900 GTX,GPU,90.0,45.0,196.0,278.0,500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,38.1
NVIDIA GeForce GT 635M,GPU,40.0,35.0,238.0,1170.0,675.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
NVIDIA NVS 5200M,GPU,40.0,25.0,116.0,585.0,672.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,68.58
NVIDIA GeForce GTX 850M,GPU,28.0,45.0,148.0,1870.0,902.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,38.1
NVIDIA GRID M6-8Q,GPU,28.0,100.0,398.0,5200.0,722.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,17.145
NVIDIA GeForce GTX 1060 6 GB,GPU,16.0,120.0,200.0,4400.0,1506.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,14.2875
NVIDIA GeForce GTX 745 OEM,GPU,28.0,55.0,148.0,1870.0,1033.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,31.172727272727272
AMD Radeon Pro WX 7130 Mobile,GPU,14.0,130.0,232.0,5700.0,1188.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,13.188461538461539
Matrox Parhelia DL256,GPU,150.0,65.0,174.0,80.0,200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA Quadro FX 4000 SDI,GPU,130.0,150.0,225.0,222.0,425.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,11.43
NVIDIA GeForce 8400 GS Rev. 3,GPU,40.0,25.0,57.0,260.0,520.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,68.58
ATI Radeon X1950 XTX Uber Edition,GPU,90.0,125.0,352.0,384.0,670.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,13.716
ATI Radeon X1650 XT AGP,GPU,80.0,55.0,230.0,330.0,540.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,31.172727272727272
AMD Radeon Pro V5300X,GPU,14.0,50.0,123.0,3000.0,1125.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,34.29
Intel HD Graphics 4000,GPU,22.0,45.0,133.0,1200.0,650.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,38.1
NVIDIA GeForce3 Ti200,GPU,150.0,65.0,128.0,57.0,175.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce GTX 580 Rev. 2,GPU,40.0,244.0,520.0,3000.0,772.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,7.026639344262295
Intel Extreme Graphics 2,GPU,130.0,65.0,148.0,624.0,200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
Intel UHD Graphics 620,GPU,14.0,15.0,148.0,624.0,300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
NVIDIA GeForce 6610 XL,GPU,110.0,65.0,154.0,146.0,400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce 9600 GT Green Edition,GPU,65.0,95.0,240.0,505.0,600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,18.04736842105263
ATI Mobility Radeon 9800,GPU,130.0,65.0,281.0,160.0,350.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce GT 530 OEM,GPU,40.0,50.0,116.0,585.0,700.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,34.29
NVIDIA GeForce GTX 550 Ti,GPU,40.0,116.0,238.0,1170.0,900.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,14.780172413793103
AMD Radeon Pro W5500M,GPU,7.0,85.0,158.0,6400.0,1000.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,20.17058823529412
NVIDIA GeForce GT 640 OEM,GPU,28.0,50.0,118.0,1270.0,797.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,34.29
AMD Radeon R5 Graphics,GPU,28.0,15.0,245.0,2410.0,758.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
AMD Radeon HD 7540D IGP,GPU,32.0,65.0,246.0,1303.0,760.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce GTX 675MX Mac Edition,GPU,28.0,100.0,294.0,3540.0,719.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,17.145
ATI Radeon X550,GPU,110.0,65.0,74.0,107.0,400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
Intel HD Graphics,GPU,45.0,35.0,114.0,177.0,133.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
NVIDIA GeForce GT 745A,GPU,28.0,33.0,118.0,1270.0,837.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,51.95454545454545
AMD Radeon HD 7970M,GPU,28.0,100.0,212.0,2800.0,850.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,17.145
NVIDIA GeForce 920M,GPU,28.0,33.0,87.0,1020.0,954.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,51.95454545454545
NVIDIA GeForce G110M,GPU,55.0,14.0,121.0,314.0,400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,122.46428571428571
NVIDIA GeForce RTX 2060 TU104,GPU,12.0,160.0,545.0,13600.0,1365.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,10.715625
AMD Radeon R5 M445,GPU,28.0,65.0,125.0,1550.0,920.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon Pro WX 7100 Mobile,GPU,14.0,130.0,232.0,5700.0,1188.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,13.188461538461539
NVIDIA GeForce GT 720M,GPU,28.0,33.0,116.0,585.0,775.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,51.95454545454545
ATI FirePro M7740,GPU,40.0,60.0,137.0,826.0,650.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,28.575
AMD Radeon R7 Mobile Graphics,GPU,28.0,90.0,245.0,2410.0,554.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,19.05
ATI Radeon X850 PRO,GPU,130.0,65.0,297.0,160.0,507.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon HD 8730A,GPU,28.0,65.0,77.0,950.0,650.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon HD 6570M Mac Edition,GPU,40.0,30.0,104.0,627.0,600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,57.15
NVIDIA GeForce GT 720 OEM,GPU,28.0,50.0,118.0,1270.0,993.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,34.29
ATI Mobility FireGL V5000,GPU,110.0,65.0,156.0,120.0,350.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA RTX A4 Mobile,GPU,8.0,65.0,148.0,624.0,1237.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
ATI Radeon 7000 Mac Edition PCI,GPU,180.0,23.0,80.0,30.0,183.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,74.54347826086956
XGI Volari V8 Ultra,GPU,130.0,65.0,148.0,110.0,350.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce Go 7600 GT,GPU,90.0,65.0,125.0,177.0,500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce MX250,GPU,14.0,10.0,74.0,1800.0,937.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,171.45
AMD Radeon R5 M230,GPU,28.0,65.0,56.0,690.0,780.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce Go 6200 TE,GPU,110.0,65.0,154.0,146.0,300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
ATI Mobility Radeon HD 3450,GPU,55.0,65.0,67.0,181.0,500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce GT 415M,GPU,40.0,12.0,116.0,585.0,500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,142.875
Intel HD Graphics P4700,GPU,22.0,86.0,148.0,624.0,350.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,19.936046511627907
NVIDIA GeForce 7900 GTO,GPU,90.0,81.0,196.0,278.0,650.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,21.166666666666668
NVIDIA GeForce 8400,GPU,65.0,25.0,86.0,210.0,540.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,68.58
AMD Radeon R7 250X,GPU,28.0,80.0,123.0,1500.0,950.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,21.43125
NVIDIA GeForce GT 740M,GPU,28.0,33.0,87.0,1020.0,980.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,51.95454545454545
NVIDIA GeForce 7600 GT,GPU,90.0,40.0,125.0,177.0,560.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,42.8625
NVIDIA Quadro P5200 Mobile,GPU,16.0,100.0,314.0,7200.0,1557.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,17.145
ATI Radeon X700,GPU,110.0,44.0,156.0,120.0,400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,38.96590909090909
NVIDIA GeForce 8800M GTS,GPU,65.0,50.0,324.0,754.0,500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,34.29
NVIDIA Quadro K620M,GPU,28.0,30.0,148.0,624.0,1029.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,57.15
NVIDIA Tesla S1070,GPU,55.0,800.0,470.0,1400.0,610.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,2.143125
NVIDIA CMP 90HX,GPU,8.0,320.0,628.0,28300.0,1440.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,5.3578125
ATI Xbox 360 GPU 90nm,GPU,90.0,203.0,181.0,232.0,500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,8.445812807881774
NVIDIA GeForce GTX 950M,GPU,28.0,75.0,148.0,1870.0,993.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,22.86
Intel GMA 3600,GPU,65.0,13.0,148.0,624.0,400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,131.8846153846154
ATI FirePro V9800P,GPU,40.0,225.0,334.0,2154.0,850.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,7.62
NVIDIA GeForce RTX 2070 SUPER Mobile,GPU,12.0,115.0,545.0,13600.0,1140.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,14.908695652173913
NVIDIA GeForce GT 620,GPU,40.0,49.0,116.0,585.0,700.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,34.98979591836735
ATI All-In-Wonder X1900,GPU,90.0,65.0,352.0,384.0,500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon HD 6250 IGP,GPU,40.0,9.0,75.0,450.0,277.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,190.5
NVIDIA GeForce GT 220,GPU,40.0,58.0,100.0,486.0,615.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,29.560344827586206
ATI Radeon HD 5490,GPU,40.0,19.0,59.0,292.0,650.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,90.23684210526316
NVIDIA GeForce GTX 960,GPU,28.0,120.0,228.0,2940.0,1127.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,14.2875
NVIDIA GeForce4 460 Go,GPU,150.0,65.0,65.0,29.0,250.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
ATI Radeon 9800 PRO Mac Edition,GPU,150.0,60.0,218.0,117.0,378.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,28.575
NVIDIA GeForce 9100,GPU,80.0,40.0,127.0,210.0,500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,42.8625
ATI Radeon IGP 350M,GPU,180.0,65.0,73.0,30.0,183.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce GTS 350M,GPU,40.0,28.0,144.0,727.0,500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,61.232142857142854
NVIDIA GeForce RTX 2060 SUPER,GPU,12.0,175.0,445.0,10800.0,1470.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,9.797142857142857
